timestamp,temperature,light_intensity,co2_level,water_ph_value
2023-01-01,25.517422509735468,378.4262577006618,688.4802016672811,6.244829800800786
2023-01-02,27.029337297818323,533.4948350901741,590.6320684397285,6.182277433363969
2023-01-03,25.974782806885763,871.2827947588607,532.9612538518844,6.841312152722901
2023-01-04,23.277356692556157,845.2799948787701,622.349199442048,7.2882026724620355
2023-01-05,28.170499663451885,553.296586085969,730.7640415822257,7.564145942238825
2023-01-06,21.91432519275456,672.1820848232801,658.1147421058834,6.949351553084434
2023-01-07,29.32383520414298,924.8269238190159,713.7532842131317,7.654025009123565
2023-01-08,22.37905342708929,440.19450353718673,601.6207992792421,7.983421723212326
2023-01-09,24.954081538987698,467.1465768540072,588.4867893286817,6.926735761134738
2023-01-10,28.369691423687847,655.0109580560328,792.6409765816986,7.403225968260646
2023-01-11,28.602095898951227,695.1783537346878,670.3551541520719,7.275265041344806
2023-01-12,21.090670306976104,906.8040849674609,740.5530933216401,7.691843742375581
2023-01-13,27.200128828406196,340.33299728657676,506.9105988118493,7.747334861444995
2023-01-14,27.183486326458556,778.5055225260078,490.8564275566973,6.419525202265975
2023-01-15,21.171451393315014,975.7030215959459,724.1928059934427,6.602041733643649
2023-01-16,28.077853764203716,242.0709494804729,374.0148665767973,6.36802341538308
2023-01-17,29.704117215565102,227.61584649271683,577.5502956468953,7.190344738762647
2023-01-18,29.826684218908547,373.9182081354975,553.5747297305213,6.9753808948725355
2023-01-19,24.49241874321912,751.8592564993965,667.7234711982688,7.522495170830449
2023-01-20,20.094184415388995,761.8345547439885,551.6527446842078,7.2832489644753835
2023-01-21,23.180009793777856,133.61110866873517,360.6528310666507,6.5750640832995195
2023-01-22,23.44088487783495,689.6856785940727,592.6312412276212,6.526120690295015
2023-01-23,27.694635432939315,788.9508096555368,423.2220785341416,6.592387802012177
2023-01-24,22.864473713521434,428.8920438213322,673.9768069778695,6.385606085848216
2023-01-25,27.91606206009071,746.7983760978286,798.4838443591946,7.88085393850166
2023-01-26,23.423717003425608,420.77561312858865,551.2213834547637,6.318964932320177
2023-01-27,29.641681446754042,760.4993627044294,758.7276898429328,6.1569694601061435
2023-01-28,20.476301165602713,335.3265248265385,549.6359143209369,7.548641629818113
2023-01-29,26.424848054470754,102.444239142517,383.1578428823681,6.774173919885782
2023-01-30,22.688864368951673,581.0580408584872,731.0705384542805,6.196031655151115
2023-01-31,23.781072913373816,579.1367842236589,428.9651404625604,7.7831738133568855
2023-02-01,27.86157504288127,480.6402401205668,460.28788040726215,7.446978089517321
2023-02-02,25.385140675202198,947.2273068538251,301.86157101929496,6.258301950549532
2023-02-03,29.30295879030481,318.7230761863907,643.9731428869152,6.688399289024639
2023-02-04,22.676845122614367,969.9651451280478,463.480811629977,7.235522501029893
2023-02-05,22.257700824834163,345.2497038568756,546.4541308681469,6.468606456650246
2023-02-06,20.222771723651313,552.0488529876063,343.1002546243496,7.680002620637163
2023-02-07,27.070102752494996,425.03971008566,556.1612537277703,7.456231400401658
2023-02-08,29.595356099519634,762.4351799295627,750.8196090768959,6.072910001899547
2023-02-09,29.97938239584022,987.7180844771459,372.777969858657,6.169547212416749
2023-02-10,20.72091948848407,676.0182775066363,488.2684969494255,6.516822664326891
2023-02-11,26.486089787885454,287.6547904931987,491.49088075482405,7.135080997700211
2023-02-12,20.16648680642937,968.9162611619723,603.3509963409456,7.606974450562211
2023-02-13,25.111406640806113,864.9205013015447,534.1814838413407,6.4616909837960455
2023-02-14,20.744892888428375,819.4725330900475,485.14927304058506,7.953277188207039
2023-02-15,20.00566544185646,642.5770066013688,514.2685925101846,7.9932048094163015
2023-02-16,21.722058145544583,790.7701131002697,302.7373320049632,7.1325648443874705
2023-02-17,24.902907975589503,467.01191019426864,727.434552121412,6.9192608745781
2023-02-18,25.73109300533107,140.97452865071955,394.94167339587915,7.96143628789245
2023-02-19,26.712271584463746,664.0655104844275,785.5828994902895,7.632314630307837
2023-02-20,29.110917997278996,292.08035532917705,749.2323020061995,7.235385051855882
2023-02-21,20.203533990817654,932.1561066579992,322.25757489857136,6.344459405905057
2023-02-22,24.691160900300975,154.1263166529821,471.6270005443564,7.570352220545568
2023-02-23,28.30788406466985,473.4642123865713,320.7063738613637,6.330135878465734
2023-02-24,25.129635115790634,648.1874940178751,311.46570859251096,6.780842867013341
2023-02-25,28.397179229819145,813.2496578117624,756.1302764373906,7.509750733218623
2023-02-26,26.029708942282323,890.3612463691384,647.5049686247185,6.066028127270625
2023-02-27,28.31064385602015,147.14323901363278,683.4306678140462,7.03295881105499
2023-02-28,24.957398704126085,514.9600870501014,395.3849769625074,7.4750284902506365
2023-03-01,21.080204350763587,897.1354589348291,501.4723899802402,7.982583602015956
2023-03-02,29.58213959265454,342.10046175188864,434.4279493564943,7.356684946799299
2023-03-03,29.75152696494543,434.12316053067553,526.3705861426781,7.978376308936022
2023-03-04,26.52836215721654,164.8893651840873,666.1506227720026,7.058322777999253
2023-03-05,23.91777385284882,195.213017159223,402.3303605468152,7.034878086610112
2023-03-06,26.208950414472163,931.6712800946606,612.7590865081486,6.190681254516566
2023-03-07,24.74652029781503,187.2864126303121,317.63642017683134,7.425563397236774
2023-03-08,23.104949273813055,961.0471216858717,534.9708737809385,6.207577683150176
2023-03-09,22.99039309761758,172.00981362244514,515.173182122177,7.753529351897399
2023-03-10,28.96161324918284,754.6958343557087,643.523354833736,7.983504587754889
2023-03-11,20.66454905762251,727.0798591566636,743.8796381205455,6.791480927087182
2023-03-12,26.952221373263455,457.2180982835728,618.8556541962962,7.350714819299492
2023-03-13,21.126615553344386,388.3214838768041,342.2991495786986,7.404376028715651
2023-03-14,20.466575656403002,521.078662973119,319.84769479929696,7.730619315746489
2023-03-15,28.996126514631836,140.6156333777819,580.2764599457087,7.587717098062543
2023-03-16,26.70103132491333,678.1657816639155,384.92710696154313,6.60014163269168
2023-03-17,29.17152572518415,386.8652654087515,387.3125609291245,6.418811164685842
2023-03-18,25.223598172019507,900.2238212468344,523.3899422748713,7.886111902012862
2023-03-19,20.13272847123731,350.79718105247184,474.89467565181894,7.820872524408976
2023-03-20,27.762650456403648,765.1660303602667,418.78501306821795,7.158310792959205
2023-03-21,23.228213718147888,782.0331256315113,774.5471373976625,7.178026820492061
2023-03-22,23.06065497071367,477.9570215710839,397.60335189333716,6.229168107013788
2023-03-23,23.985468446193376,421.80260693095937,334.1483342308088,6.106041146150582
2023-03-24,20.70614042226618,479.597545344083,696.5391634511461,6.2141288647793225
2023-03-25,24.62357026193349,588.5439821949094,396.8963284850169,6.23514692527511
2023-03-26,24.21149294933725,149.04299741685145,455.49670051241804,6.004265711602615
2023-03-27,24.37958169760462,373.78631638338754,653.4236513775415,7.385064448551334
2023-03-28,28.79423377008098,963.9241811197616,786.8900055658187,7.482694140521314
2023-03-29,20.335736995785048,635.9350561024443,414.6974009625983,7.2563875160943185
2023-03-30,24.64595267505064,422.1662909792412,591.6175590461556,6.844446538456929
2023-03-31,26.304845178310877,165.1588647831514,345.27686088895274,6.6487650678654635
2023-04-01,26.017039108343532,114.64220627990636,756.6141010313897,7.940350741049851
2023-04-02,27.339124411488633,464.68359437939995,460.12764382573096,6.697868493032011
2023-04-03,26.711339805097733,384.4359105895893,615.2041979637954,6.142066360210234
2023-04-04,25.145705764192883,876.9016313485929,664.9851301548911,7.25980659349481
2023-04-05,27.170589231737992,894.2782120481843,687.2979427133164,7.819247137311162
2023-04-06,28.686731156908472,502.5655066081935,614.9877727919824,6.706228226801564
2023-04-07,22.431650111941014,405.7574429524923,637.4881956976915,6.292365138616394
2023-04-08,28.80154622889777,615.1637661831638,675.0271527201492,6.710268231372801
2023-04-09,24.11073833604585,796.4632848537675,750.2965762101446,7.023433126957962
2023-04-10,27.931351520362487,965.7692515451249,612.0095486877901,6.39838563742351
